,1657637567334,1657637567340,S,19859.20000000,0.07749000,I
,1657637567338,1657637567341,S,19859.20000000,0.18231000,I
,1657637567346,1657637567351,S,19859.51000000,0.01409000,I
,1657637567348,1657637567354,S,19859.19000000,0.07749000,I
,1657637567383,1657637567388,S,19858.66000000,0.02518000,I
,1657637567398,1657637567405,S,19858.65000000,0.00499000,I
,1657637567419,1657637567424,S,19858.60000000,0.00499000,I
,1657637567419,1657637567424,S,19858.60000000,0.02998000,I
,1657637567436,1657637567442,B,19860.99000000,0.00300000,I
,1657637567436,1657637567458,S,19841,0.1743,T
,1657637567633,1657637567637,S,19858.28000000,0.02593000,I
,1657637567646,1657637567650,S,19858.16000000,0.00101000,I
,1657637567646,1657637567650,S,19858.15000000,0.01140000,I
,1657637567646,1657637567650,S,19858.14000000,0.02389000,I
,1657637567651,1657637567654,S,19858.14000000,0.08720000,I
,1657637567654,1657637567661,S,19858.14000000,0.18707000,I
,1657637567661,1657637567665,S,19858.13000000,0.00631000,I
,1657637567670,1657637567674,S,19858.14000000,0.11112000,I
,1657637567670,1657637567674,S,19858.14000000,0.00067000,I
,1657637567677,1657637567681,S,19858.14000000,0.18632000,I
,1657637567686,1657637567690,S,19858.27000000,0.11179000,I
,1657637567687,1657637567691,S,19858.27000000,0.01007000,I
,1657637567689,1657637567694,S,19858.27000000,0.09505000,I
,1657637567693,1657637567699,B,19858.27000000,0.01007000,I
,1657637567693,1657637567700,B,19858.27000000,0.00706000,I
,1657637567694,1657637567700,S,19858.13000000,0.01007000,I
,1657637567699,1657637567703,S,19858.26000000,0.01007000,I
,1657637567703,1657637567707,S,19858.26000000,0.00666000,I
,1657637567703,1657637567708,S,19858.26000000,0.00666000,I
,1657637567706,1657637567711,S,19858.26000000,0.08174000,I
,1657637567706,1657637567714,S,19858.26000000,0.11805000,I
,1657637567706,1657637567714,S,19857.95000000,0.43966000,I
,1657637567707,1657637567715,S,19857.95000000,0.19979000,I
,1657637567719,1657637567723,S,19857.93000000,0.01006000,I
,1657637567721,1657637567728,S,19857.63000000,0.02998000,I
,1657637567721,1657637567729,S,19857.56000000,0.47817000,I
,,1657637567734,S,2714465.0,0.008,C
,1657637567733,1657637567738,S,19857.56000000,0.06325000,I
,1657637567743,1657637567747,S,19857.55000000,0.05909000,I
,1657637567743,1657637567747,S,19857.55000000,0.01900000,I
,1657637567746,1657637567751,S,19857.56000000,0.06325000,I
,1657637567746,1657637567752,S,19857.56000000,0.07809000,I
,1657637567749,1657637567758,S,19857.61000000,0.00051000,I
,1657637567749,1657637567761,S,19857.56000000,0.11750000,I
,1657637567751,1657637567761,S,19857.75000000,0.01274000,I
,1657637567751,1657637567761,S,19857.56000000,0.06423000,I
,1657637567751,1657637567761,S,19857.54000000,0.03783000,I
,1657637567000,1657637567764,S,19826.5,1,Y
,1657637567778,1657637567781,S,19858.37000000,0.01713000,I
,1657637567751,1657637567781,S,19841,0.001,T
,1657637567751,1657637567781,S,19841,0.0168,T
,1657637567751,1657637567781,S,19841,0.7261,T
,1657637567788,1657637567793,S,19857.55000000,0.03889000,I
,1657637567805,1657637567810,S,19857.40000000,0.00100000,I
,1657637567814,1657637567818,S,19857.30000000,0.01801000,I
,1657637567825,1657637567829,B,19857.31000000,0.03889000,I
,1657637567798,1657637567834,S,19840,0.001,T
,1657637567798,1657637567834,S,19840,0.199,T
,1657637567842,1657637567846,S,19857.16000000,0.00500000,I
,1657637567000,1657637567855,B,2715140,1.01489778,L
,1657637567852,1657637567856,S,19857.46000000,0.00502000,I
,1657637567852,1657637567858,S,19857.22000000,0.00027000,I
,1657637567864,1657637567869,S,19857.22000000,0.04599000,I
,1657637567892,1657637567896,S,19856.69000000,0.00503000,I
,1657637567000,1657637567904,B,2715140,0.32510222,L
,1657637567911,1657637567914,S,19856.70000000,0.00503000,I
,1657637567922,1657637567928,S,19856.53000000,0.02593000,I
,1657637567933,1657637567938,S,19856.23000000,0.00100000,I
2361214074,1657637567890,1657637567940,S,2707375,0.02273,F
,1657637567000,1657637567966,S,19826.5,1,Y
,1657637567964,1657637567968,S,19856.23000000,0.00300000,I
,1657637567985,1657637567991,B,19856.24000000,0.00100000,I
,1657637567998,1657637568005,S,19856.23000000,0.00097000,I
,1657637568018,1657637568024,S,19856.57000000,0.00101000,I
,1657637568036,1657637568042,S,19856.23000000,0.00003000,I
,1657637568044,1657637568050,B,19856.23000000,0.00097000,I
,1657637568046,1657637568051,S,19856.17000000,0.05111000,I
,1657637568085,1657637568090,S,19856.24000000,0.02904000,I
,1657637568093,1657637568098,S,19856.17000000,0.12096000,I
,1657637568132,1657637568137,S,19856.17000000,0.07904000,I
,1657637568170,1657637568174,B,19856.94000000,0.04860000,I
,,1657637568206,S,2713843.0,0.01,C
,1657637568210,1657637568215,B,19856.94000000,0.00622000,I
,1657637568000,1657637568265,B,19826.5,12,Y
,1657637568000,1657637568265,B,19826.5,13,Y
,1657637568000,1657637568265,B,19826.5,175,Y
,1657637568291,1657637568295,B,19856.94000000,0.04293000,I
2361214075,1657637568323,1657637568377,S,2707375,5.1e-7,F
,1657637568385,1657637568389,B,19856.92000000,0.00100000,I
2361214076,1657637568371,1657637568413,S,2706592,0.02,F
2361214077,1657637568371,1657637568413,S,2706567,0.00183025,F
,1657637568410,1657637568416,B,19856.94000000,0.04860000,I
,1657637568480,1657637568504,S,19840,0.0126,T
,1657637568481,1657637568504,S,19840,0.05,T
,1657637568639,1657637568643,B,19857.36000000,0.00106000,I
,1657637568667,1657637568672,S,19857.36000000,0.00106000,I
,1657637568699,1657637568704,S,19856.46000000,0.01714000,I
,1657637568705,1657637568741,S,19840,0.0008,T
